journey_id,prospect_id,primary_campaign_id,primary_channel_id,current_stage_id,lead_id,registration_id,activation_id,lead_created_ts,registration_started_ts,registration_completed_ts,first_login_ts,second_key_action_ts,qualification_status,registration_status,activation_status,is_lead,is_registered,is_activated,is_consolidated,estimated_monthly_contribution,estimated_12m_balance,estimated_annual_revenue
JR0000025,PR000025,CP003,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000026,PR000026,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000027,PR000027,CP009,CH003,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000028,PR000028,CP001,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000029,PR000029,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000030,PR000030,CP004,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000031,PR000031,CP016,CH007,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000032,PR000032,CP005,CH002,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000033,PR000033,CP017,CH007,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000034,PR000033,CP013,CH005,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000035,PR000034,CP003,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000036,PR000035,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000037,PR000036,CP002,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000038,PR000037,CP016,CH007,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000039,PR000038,CP008,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000040,PR000039,CP007,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000041,PR000040,CP004,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000042,PR000041,CP002,CH001,ST04,LD00000003,,,2025-02-18 02:44:04,,,,,qualified,,,1,0,0,0,0.0,0.0,0.0
JR0000043,PR000042,CP004,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000044,PR000043,CP007,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000045,PR000044,CP013,CH005,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000046,PR000044,CP007,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000047,PR000045,CP016,CH007,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000048,PR000046,CP002,CH001,ST03,LD00000004,,,2025-10-12 05:10:14,,,,,unqualified,,,1,0,0,0,0.0,0.0,0.0
JR0000049,PR000047,CP007,CH003,ST03,LD00000005,,,2025-09-28 13:37:23,,,,,unqualified,,,1,0,0,0,0.0,0.0,0.0
JR0000050,PR000047,CP011,CH004,ST07,LD00000006,RG00000001,AC00000001,2025-12-01 01:02:04,2025-12-01 17:03:04,2025-12-02 20:02:04,2025-12-08 22:42:04,,qualified,completed,activated,1,1,1,0,1173.5,14082.0,253.48
JR0000051,PR000048,CP010,CH004,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000052,PR000049,CP016,CH007,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000053,PR000050,CP005,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000054,PR000050,CP008,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000055,PR000051,CP003,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000056,PR000052,CP003,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000057,PR000053,CP005,CH002,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000058,PR000054,CP003,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000059,PR000055,CP005,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000060,PR000055,CP010,CH004,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000061,PR000056,CP005,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000062,PR000057,CP003,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000063,PR000058,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000064,PR000059,CP008,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000065,PR000060,CP005,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000066,PR000060,CP006,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000067,PR000061,CP013,CH005,ST05,LD00000007,RG00000002,,2025-08-08 18:37:57,2025-08-09 16:04:57,,,,qualified,abandoned,,1,0,0,0,0.0,0.0,0.0
JR0000068,PR000062,CP002,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000069,PR000063,CP018,CH008,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000070,PR000064,CP010,CH004,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000071,PR000065,CP004,CH001,ST07,LD00000008,RG00000003,AC00000002,2025-10-21 03:20:08,2025-10-21 16:08:08,2025-10-21 21:29:08,2025-10-26 12:32:08,,qualified,completed,activated,1,1,1,0,1037.73,8716.93,156.9
JR0000072,PR000066,CP012,CH005,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000073,PR000067,CP005,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000074,PR000068,CP001,CH001,ST03,LD00000009,,,2025-05-10 21:24:29,,,,,unqualified,,,1,0,0,0,0.0,0.0,0.0
JR0000075,PR000069,CP005,CH002,ST04,LD00000010,,,2025-03-18 00:25:08,,,,,qualified,,,1,0,0,0,0.0,0.0,0.0
JR0000076,PR000070,CP006,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000077,PR000071,CP003,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000078,PR000072,CP002,CH001,ST03,LD00000011,,,2025-06-14 04:49:23,,,,,unqualified,,,1,0,0,0,0.0,0.0,0.0
JR0000079,PR000072,CP001,CH001,ST07,LD00000012,RG00000004,AC00000003,2025-07-04 15:02:23,2025-07-05 04:09:23,2025-07-06 21:32:23,2025-07-26 12:40:23,,qualified,completed,activated,1,1,1,0,4982.68,41854.51,753.38
JR0000080,PR000073,CP018,CH008,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000081,PR000074,CP005,CH002,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000082,PR000075,CP003,CH001,ST05,LD00000013,RG00000005,,2025-01-27 08:47:56,2025-01-27 13:15:56,,,,qualified,abandoned,,1,0,0,0,0.0,0.0,0.0
JR0000083,PR000076,CP010,CH004,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000084,PR000077,CP002,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000085,PR000078,CP003,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000086,PR000079,CP002,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000087,PR000080,CP005,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000088,PR000081,CP006,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000089,PR000082,CP010,CH004,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000090,PR000083,CP016,CH007,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000091,PR000084,CP002,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000092,PR000085,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000093,PR000085,CP016,CH007,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000094,PR000086,CP002,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000095,PR000086,CP012,CH005,ST03,LD00000014,,,2025-07-13 16:38:02,,,,,unqualified,,,1,0,0,0,0.0,0.0,0.0
JR0000096,PR000087,CP012,CH005,ST04,LD00000015,,,2025-11-17 05:36:01,,,,,qualified,,,1,0,0,0,0.0,0.0,0.0
JR0000097,PR000088,CP005,CH002,ST04,LD00000016,,,2025-03-30 16:28:31,,,,,qualified,,,1,0,0,0,0.0,0.0,0.0
JR0000098,PR000089,CP015,CH006,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000099,PR000090,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000100,PR000091,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000101,PR000092,CP002,CH001,ST03,LD00000017,,,2025-06-25 22:27:31,,,,,unqualified,,,1,0,0,0,0.0,0.0,0.0
JR0000102,PR000092,CP007,CH003,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000103,PR000093,CP003,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000104,PR000094,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000105,PR000095,CP007,CH003,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000106,PR000096,CP012,CH005,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000107,PR000097,CP005,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000108,PR000098,CP017,CH007,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000109,PR000099,CP003,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000110,PR000100,CP005,CH002,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000111,PR000100,CP008,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000112,PR000101,CP005,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000113,PR000102,CP003,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000114,PR000102,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000115,PR000103,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000116,PR000104,CP004,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000117,PR000105,CP003,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000118,PR000106,CP002,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000119,PR000107,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000120,PR000108,CP008,CH003,ST05,LD00000018,RG00000006,,2025-06-25 04:46:42,2025-06-26 17:02:42,,,,qualified,abandoned,,1,0,0,0,0.0,0.0,0.0
JR0000121,PR000109,CP008,CH003,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000122,PR000110,CP016,CH007,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000123,PR000111,CP011,CH004,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000124,PR000111,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000125,PR000112,CP014,CH006,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000126,PR000113,CP008,CH003,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000127,PR000114,CP017,CH007,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000128,PR000115,CP003,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000129,PR000116,CP003,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000130,PR000117,CP003,CH001,ST05,LD00000019,RG00000007,,2025-04-28 08:49:14,2025-04-28 14:43:14,,,,qualified,abandoned,,1,0,0,0,0.0,0.0,0.0
JR0000131,PR000118,CP013,CH005,ST05,LD00000020,RG00000008,,2025-06-10 22:19:19,2025-06-17 08:20:19,,,,qualified,abandoned,,1,0,0,0,0.0,0.0,0.0
JR0000132,PR000119,CP002,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000133,PR000120,CP003,CH001,ST03,LD00000021,,,2025-03-01 04:42:05,,,,,unqualified,,,1,0,0,0,0.0,0.0,0.0
JR0000134,PR000121,CP009,CH003,ST06,LD00000022,RG00000009,,2025-03-17 04:26:31,2025-03-18 10:28:31,2025-03-20 04:43:31,,,qualified,completed,,1,1,0,0,0.0,0.0,0.0
JR0000135,PR000122,CP008,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000136,PR000123,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000137,PR000124,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000138,PR000125,CP007,CH003,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000139,PR000126,CP003,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000140,PR000127,CP004,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000141,PR000128,CP010,CH004,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000142,PR000129,CP004,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000143,PR000130,CP002,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000144,PR000131,CP010,CH004,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000145,PR000132,CP012,CH005,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000146,PR000133,CP001,CH001,ST05,LD00000023,RG00000010,,2025-09-07 20:49:36,2025-09-08 06:41:36,,,,qualified,abandoned,,1,0,0,0,0.0,0.0,0.0
JR0000147,PR000134,CP001,CH001,ST05,LD00000024,RG00000011,,2025-10-08 09:47:40,2025-10-08 15:26:40,,,,qualified,abandoned,,1,0,0,0,0.0,0.0,0.0
JR0000148,PR000135,CP003,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000149,PR000135,CP007,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000150,PR000136,CP009,CH003,ST05,LD00000025,RG00000012,,2025-04-13 16:21:45,2025-04-14 16:42:45,,,,qualified,abandoned,,1,0,0,0,0.0,0.0,0.0
JR0000151,PR000137,CP008,CH003,ST04,LD00000026,,,2025-02-28 23:05:26,,,,,qualified,,,1,0,0,0,0.0,0.0,0.0
JR0000152,PR000138,CP018,CH008,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000153,PR000138,CP003,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000154,PR000139,CP018,CH008,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000155,PR000140,CP004,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000156,PR000141,CP002,CH001,ST05,LD00000027,RG00000013,,2025-10-10 02:33:31,2025-10-10 10:14:31,,,,qualified,abandoned,,1,0,0,0,0.0,0.0,0.0
JR0000157,PR000142,CP008,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000158,PR000143,CP006,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000159,PR000144,CP010,CH004,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000160,PR000145,CP002,CH001,ST08,LD00000028,RG00000014,AC00000004,2025-09-12 22:40:09,2025-09-13 17:59:09,2025-09-23 04:27:09,2025-10-01 23:10:09,2025-10-10 23:10:09,qualified,completed,consolidated,1,1,1,1,6557.46,78689.52,1416.41
JR0000161,PR000146,CP007,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000162,PR000146,CP002,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000163,PR000147,CP003,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000164,PR000148,CP003,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000165,PR000149,CP004,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000166,PR000149,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000167,PR000150,CP007,CH003,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000168,PR000151,CP008,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000169,PR000152,CP006,CH002,ST03,LD00000029,,,2025-02-19 23:49:24,,,,,unqualified,,,1,0,0,0,0.0,0.0,0.0
JR0000170,PR000153,CP011,CH004,ST05,LD00000030,RG00000015,,2025-10-23 09:30:36,2025-10-23 20:56:36,,,,qualified,abandoned,,1,0,0,0,0.0,0.0,0.0
JR0000171,PR000153,CP010,CH004,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000172,PR000154,CP013,CH005,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000173,PR000154,CP010,CH004,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000174,PR000155,CP010,CH004,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000175,PR000156,CP015,CH006,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000176,PR000157,CP010,CH004,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000177,PR000158,CP005,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000178,PR000158,CP003,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000179,PR000159,CP014,CH006,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000180,PR000160,CP007,CH003,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000181,PR000160,CP004,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000182,PR000161,CP005,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000183,PR000162,CP005,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000184,PR000162,CP002,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000185,PR000163,CP003,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000186,PR000164,CP001,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000187,PR000165,CP011,CH004,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000188,PR000166,CP004,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000189,PR000167,CP003,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000190,PR000168,CP011,CH004,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000191,PR000169,CP007,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000192,PR000170,CP004,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000193,PR000171,CP009,CH003,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000194,PR000171,CP006,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000195,PR000172,CP001,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000196,PR000173,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000197,PR000173,CP010,CH004,ST08,LD00000031,RG00000016,AC00000005,2025-09-06 07:35:58,2025-09-07 20:16:58,2025-09-08 19:01:58,2025-09-09 18:38:58,2025-09-17 18:38:58,qualified,completed,consolidated,1,1,1,1,969.03,11628.36,209.31
JR0000198,PR000174,CP009,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000199,PR000175,CP008,CH003,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000200,PR000176,CP009,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000201,PR000177,CP016,CH007,ST03,LD00000032,,,2025-04-30 15:08:09,,,,,unqualified,,,1,0,0,0,0.0,0.0,0.0
JR0000202,PR000178,CP009,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000203,PR000179,CP009,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000204,PR000180,CP007,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000205,PR000181,CP007,CH003,ST06,LD00000033,RG00000017,,2025-04-21 06:59:22,2025-04-22 14:36:22,2025-04-22 23:44:22,,,qualified,completed,,1,1,0,0,0.0,0.0,0.0
JR0000206,PR000182,CP001,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000207,PR000183,CP008,CH003,ST03,LD00000034,,,2025-09-09 11:55:26,,,,,unqualified,,,1,0,0,0,0.0,0.0,0.0
JR0000208,PR000184,CP002,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000209,PR000185,CP003,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000210,PR000186,CP006,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000211,PR000187,CP011,CH004,ST05,LD00000035,RG00000018,,2025-03-23 11:02:50,2025-03-24 06:11:50,,,,qualified,abandoned,,1,0,0,0,0.0,0.0,0.0
JR0000212,PR000188,CP013,CH005,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000213,PR000189,CP012,CH005,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000214,PR000190,CP002,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000215,PR000190,CP002,CH001,ST03,LD00000036,,,2025-11-14 09:59:48,,,,,unqualified,,,1,0,0,0,0.0,0.0,0.0
JR0000216,PR000191,CP004,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000217,PR000192,CP001,CH001,ST03,LD00000037,,,2025-08-29 13:58:19,,,,,unqualified,,,1,0,0,0,0.0,0.0,0.0
JR0000218,PR000193,CP009,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000219,PR000194,CP005,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000220,PR000195,CP008,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000221,PR000196,CP005,CH002,ST04,LD00000038,,,2025-06-04 22:32:28,,,,,qualified,,,1,0,0,0,0.0,0.0,0.0
JR0000222,PR000196,CP013,CH005,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000223,PR000197,CP011,CH004,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000224,PR000198,CP005,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0000225,PR000199,CP016,CH007,ST03,LD00000039,,,2025-04-03 21:57:02,,,,,unqualified,,,1,0,0,0,0.0,0.0,0.0
JR0000226,PR000200,CP002,CH001,ST08,LD00000040,RG00000019,AC00000006,2025-03-08 00:00:05,2025-03-08 04:38:05,2025-03-08 15:27:05,2025-03-16 10:51:05,2025-03-22 10:51:05,qualified,completed,consolidated,1,1,1,1,1899.37,22792.44,410.26
